function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
1.8.1.15-RXN	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	569.3700000000001	642.8000000000002	55.03	69.5	138.5	67.54	143.73	149.43	0.0	235.23	159.02999999999997	32.370000000000005	17.779999999999994	0.0	512.9399999999998	371.25	521.83	147.0	47.0	29.0	65.0	19.0	80.0	81.0	173.0	27.0
1.8.1.4-RXN	2120.6800000000007	6165.98	5415.08	3594.46	3501.06	2634.51	2223.71	3403.09	3666.6900000000014	3073.49	3299.23	2007.66	1910.33	1171.2200000000005	1840.15	2097.9	501.48	1343.4199999999996	946.8	1007.7000000000003	685.17	1128.47	7803.8899999999985	6720.78	7901.92	1049.23	697.5600000000002	1039.9700000000003	845.93	963.0	676.81	2749.09	2215.14	3226.08
1.8.4.12-RXN	1482.7800000000002	3402.98	3078.2000000000007	2048.0600000000004	1959.06	1895.11	1501.5100000000002	2365.49	3163.84	2354.77	2082.11	1515.49	2495.03	689.9499999999998	1233.3200000000004	2058.9400000000005	355.24999999999994	1035.02	580.42	657.6800000000002	503.35	616.39	4486.689999999999	5627.48	4899.1799999999985	1300.68	632.89	1216.7700000000002	1049.38	1755.43	798.1899999999998	2722.94	3246.6600000000008	4356.080000000001
1.8.4.8-RXN	679.6700000000002	768.5	602.3299999999998	378.25	501.25	481.33	736.4	514.6700000000002	1378.4	1021.11	1521.31	748.3100000000002	329.1	328.52	612.28	441.87	62.0	553.23	286.5	430.52	308.2000000000001	145.0	2370.57	1958.44	2293.54	216.2	76.6	12.6	91.6	88.8	63.0	560.6	296.4	247.8
1.8.5.2-RXN	570.4	971.0	716.0	445.0	195.0	778.0	618.4	1175.0	49.25	146.0	109.49	70.8	19.0	189.0	183.5	60.0	182.0	40.0	100.0	40.0	10.0	179.0	1010.88	318.0	991.38	16.0	5.0	16.0	12.0	8.0	2.0	55.0	18.0	10.0
1.8.98.1-RXN	297.0	513.0	973.99	999.01	701.0	636.0	207.0	230.0	102.0	45.0	42.0	93.0	0.0	42.0	15.0	28.5	45.0	6.0	0.0	18.0	18.0	149.0	120.0	55.5	660.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.5	22.62	3.69	5.38	0.0	3.0	0.0	0.0	0.0	0.0	6.15	1.5	0.0	0.0	7.0	0.0	9.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1PFRUCTPHOSN-RXN	1513.4	1148.56	1463.4	1187.32	1510.72	1962.84	1555.55	1004.58	919.66	1654.67	1436.3100000000004	629.9400000000003	1244.36	552.34	979.92	993.0200000000003	133.3	247.19000000000003	472.86	431.4	209.54	204.17	3538.09	2279.56	3816.79	620.97	340.76	446.17	522.29	727.6000000000001	456.81	1167.15	1699.5400000000004	1438.63
1TRANSKETO-RXN	5922.8	9839.9	10624.57	7764.5	8066.3	6981.509999999998	5905.129999999999	4898.469999999998	3502.9299999999994	2900.28	5541.16	1995.68	3075.28	938.62	1965.86	2645.79	635.28	933.69	601.87	1492.02	774.35	1767.06	6579.899999999998	7616.49	7311.21	1414.99	677.2199999999998	1463.7700000000002	1194.2200000000005	1875.76	906.02	3068.03	3697.83	5031.250000000001
2-DEHYDROPANTOATE-REDUCT-RXN	2280.28	3465.64	3339.7000000000007	2257.71	2431.38	2970.9500000000007	2193.86	2633.91	1153.44	1101.9199999999996	2648.13	571.18	495.68	518.77	896.8100000000002	855.9399999999998	369.58	389.8	372.09	633.83	259.25	616.55	3608.05	1895.95	3524.99	302.22	211.8	637.0	272.35	455.3	164.45	371.5	439.75	1163.3
2-ENOATE-REDUCTASE-RXN	104.9	164.23000000000005	128.8	94.86	101.06	214.87	244.3	147.8	1.67	8.67	1.0	5.0	0.0	8.0	4.33	9.33	14.0	2.0	3.33	20.67	0.0	27.0	82.33	7.33	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-FUROATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	8.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-HALOACID-DEHALOGENASE-RXN	775.0	831.3299999999998	608.0	368.16	537.16	878.1700000000002	834.0	260.0	210.41	371.34	1173.4	500.09	266.0	134.72	327.8400000000001	195.5	21.0	46.0	97.34	297.5	187.25	176.0	1135.54	569.0	1184.13	63.0	37.0	27.0	40.0	53.0	42.0	50.0	118.0	49.0
2-ISOPROPYLMALATESYN-RXN	2906.5200000000004	4244.88	4317.33	3177.42	3335.96	3512.47	2781.5600000000004	3064.88	1710.84	1531.61	1738.97	1071.98	1626.9499999999996	484.5	870.6199999999999	1316.65	418.58	662.6899999999998	384.6	567.64	433.94	783.2199999999998	3415.51	3873.65	3310.97	1013.59	388.56	463.77	650.79	806.6	485.61	1877.1	1927.74	1782.38
2-METHYLCITRATE-DEHYDRATASE-RXN	20.0	44.0	2.0	0.0	4.0	0.0	124.0	171.0	50.0	63.83	1087.45	150.00000000000003	4.5	20.84	222.75	31.9	32.0	8.83	13.0	243.0	104.08	6.0	567.46	189.42	240.33	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN	21.0	44.0	2.0	0.0	4.0	0.0	124.4	171.0	764.6999999999998	198.76	1154.09	429.44	188.1	37.62	252.93	196.7	32.0	243.23	44.0	275.52	201.03	6.0	724.11	690.75	498.07	2.2	76.6	12.6	77.6	77.8	63.0	551.6	280.4	210.8
2-NITROPROPANE-DIOXYGENASE-RXN	49.5	13.5	2.0	107.0	56.0	164.0	102.4	5.0	1462.6999999999996	1022.22	2367.54	658.69	1028.1	313.34	768.14	665.7800000000002	0.0	536.56	310.5	563.6	316.11	15.0	2717.98	2918.44	2431.99	138.95	115.6	116.6	267.6	515.8	201.0	1140.6	1079.4	795.75
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	21.0	52.0	2.0	0.0	17.0	2.0	124.4	190.0	890.3699999999999	433.61	1238.3	544.07	392.6	79.11	310.69	233.3	35.0	274.73	100.0	301.30999999999995	223.95	16.0	981.07	1129.8000000000004	880.4399999999998	2.2	76.6	12.6	78.6	77.8	63.0	551.6	282.4	210.8
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	1268.6800000000005	3101.4500000000007	3016.1800000000007	2125.2	1895.2	1440.24	1262.8100000000004	1901.86	1525.39	1285.8299999999995	1637.5600000000004	1042.63	924.1	392.22	672.6199999999999	1035.0200000000002	287.18	627.9599999999998	338.2700000000001	476.75	427.23	554.6	2679.01	2627.77	3023.36	900.02	301.6	854.6	429.1	627.8	308.0	1238.2	944.2	2674.55
2-OXOBUTYRATE-SYNTHASE-RXN	3143.6800000000007	4661.379999999999	4958.53	3684.36	3694.96	4291.41	3130.9100000000008	2925.86	626.7900000000002	613.84	263.08	361.15	1491.65	317.57	259.18	1121.16	401.68	99.0	123.57	96.03	67.5	825.05	1016.75	1311.03	3212.68	560.0699999999998	249.5	1013.5	603.0	1356.5	441.0	1639.3	2031.15	3477.82
2-OXOGLUTARATE-SYNTHASE-RXN	8606.08	19193.81	17657.38	11905.59	11567.72	11470.02	8292.58	12796.12	859.9	1486.78	524.76	682.04	1833.0	837.6	879.84	3049.32	1978.94	232.0	444.22	238.22	162.0	3433.3	3655.08	3593.82	5387.12	1355.56	808.0	3979.0	1146.0	2606.0	684.0	2122.8	1837.4	11243.0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	40.0	92.0	4.0	0.0	8.0	0.0	248.0	344.0	31.8	62.0	1062.0	113.0	104.0	20.0	203.0	8.0	64.0	7.2	13.0	228.0	84.0	17.0	493.0	331.33	174.8	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
2.1.1.113-RXN	2.0	12.0	0.0	0.0	0.0	2.0	0.0	24.0	2.0	0.0	16.0	9.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	12.0	0.0	4.0	60.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.130-RXN	886.01	2413.23	2353.63	1552.78	1766.5600000000004	1309.58	909.16	949.44	221.74	511.7	1129.24	231.15000000000003	735.0	83.7	265.37	485.64	128.68	64.4	104.25	274.52	105.2	418.75	887.97	538.86	754.7099999999998	225.32	102.0	290.0	275.5	542.0	214.0	808.5	1006.0	946.95
2.1.1.131-RXN	931.9	780.73	1146.3	1071.86	1053.06	1396.87	817.05	782.55	260.0	505.6	1191.1	291.42	742.0	96.7	291.33	577.52	101.0	112.4	100.35	301.4899999999999	168.7	135.5	989.85	646.5300000000002	996.59	435.75	102.0	290.0	276.0	549.0	212.0	819.0	1007.0	944.95
2.1.1.132-RXN	1421.41	2627.53	3032.33	2301.48	2469.86	1627.78	1290.96	879.24	196.14	433.0	1164.84	266.73	84.0	91.7	263.54	375.92	102.68	104.4	95.6	280.23	164.2	459.55	848.02	367.33	749.06	215.57	7.0	32.0	27.5	39.0	38.0	135.3	98.4	197.0
2.1.1.133-RXN	931.9	698.73	1130.3	1027.86	1031.06	1396.87	817.05	754.55	252.67	510.27	1189.1	270.42	839.0	104.7	290.66	495.85	101.0	111.4	101.68	302.16	164.7	124.5	993.18	548.86	1010.92	435.75	102.0	290.0	273.0	549.0	212.0	805.0	1005.0	942.95
2.1.1.151-RXN	886.01	2411.73	2353.63	1552.78	1766.5600000000004	1309.58	909.16	949.44	136.04	184.4	1122.54	208.65000000000003	727.0	70.0	244.47	401.44000000000005	128.68	23.0	30.55	267.82	101.0	418.75	786.07	438.36	671.2099999999998	225.32	102.0	290.0	273.5	542.0	214.0	808.5	1006.0	946.95
2.1.1.17-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	28.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	15.0	0.0	84.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.34-RXN	74.0	180.0	276.33	283.67	194.0	21.0	144.0	218.0	26.0	44.75	55.0	134.5	21.0	11.0	3.0	49.0	44.0	3.0	7.0	7.0	35.0	43.0	56.1	107.94	212.5	3.0	0.0	0.0	2.0	0.0	0.0	6.0	9.0	13.0
2.1.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.63-RXN	2880.7500000000005	5015.709999999999	4204.530000000002	2788.35	2834.62	3712.41	3049.7100000000005	4038.36	2540.33	1914.59	2901.59	1345.72	1770.6799999999996	632.78	1221.67	1721.73	592.6800000000002	856.89	493.06	821.79	526.19	920.72	4367.8899999999985	4451.379999999999	4756.219999999998	1042.61	520.26	1062.27	787.36	1231.3	590.41	2006.07	2206.390000000001	3564.75
2.1.1.64-RXN	21.0	52.0	2.0	0.0	17.0	2.0	124.4	190.0	890.3699999999999	433.61	1238.3	544.07	392.6	79.11	310.69	233.3	35.0	274.73	100.0	301.30999999999995	223.95	16.0	981.07	1129.8000000000004	880.4399999999998	2.2	76.6	12.6	78.6	77.8	63.0	551.6	282.4	210.8
2.1.1.71-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	28.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	15.0	0.0	84.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.72-RXN	12450.06	23455.43	21785.590000000004	14300.91	16239.16	13880.260000000002	11716.0	11976.919999999998	7166.450000000002	5187.6799999999985	5159.660000000002	3804.14	7099.339999999998	1458.4	2601.23	4879.430000000001	1719.35	2346.140000000001	1161.0	1618.67	1300.1999999999996	4226.74	9349.750000000002	11556.48	11723.95	3636.98	1567.5200000000002	3786.54	2852.1200000000013	5474.799999999998	2206.42	7985.89	9425.88	13276.72
2.1.1.74-RXN	815.5	939.0	797.9699999999998	566.4	774.0	992.4	805.5	585.6	250.3	561.41	163.98000000000005	199.15	847.35	296.57	352.45	517.0199999999999	82.07	54.4	187.67	91.43	39.63	180.67	1758.56	1333.76	1734.1799999999996	377.57	206.13	349.0	377.52	624.63	275.78	827.37	1186.52	1005.75
2.1.1.77-RXN	73.0	121.0	35.0	34.0	33.0	21.0	142.4	218.0	211.6	255.96	1340.72	647.9799999999998	418.6	66.16	281.46	472.4	44.0	56.2	56.0	343.48	219.7	32.0	841.5	1851.6	933.66	15.2	82.6	33.6	122.6	105.8	69.0	641.6	323.4	448.8
2.1.1.79-RXN	145.0	208.83	88.0	58.16	81.16	282.17	293.0	303.0	2061.58	1225.35	2338.59	684.8800000000001	499.5	178.85	696.91	422.07	40.0	693.23	272.19	635.2700000000002	317.78	52.0	2198.77	1834.97	1895.61	137.0	82.0	205.0	141.0	126.0	97.0	261.0	273.0	420.0
2.1.1.90-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.3.1-RXN	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	95.08	112.28	26.4	35.0	28.0	40.4	30.12	405.72	0.0	26.8	25.72	31.08	8.4	0.0	228.12	400.32	128.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
2.1.3.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	59.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.101-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.118-RXN	26.0	93.0	118.0	90.0	60.0	24.0	148.0	186.0	28.03	69.77000000000001	1001.69	77.17	2.0	28.17	208.02	2.6	32.5	9.0	14.67	232.0	65.5	9.0	557.08	43.64	191.43	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
2.3.1.128-RXN	3092.4700000000007	2626.28	3326.87	2810.99	3317.26	3693.55	3173.5	1918.8	2726.49	2752.78	2164.0	1505.65	2268.8	790.93	1275.25	1745.2100000000007	229.97	918.82	676.17	665.0799999999998	510.35	483.34	4967.04	4163.719999999998	5960.77	1182.2600000000002	566.1899999999998	657.27	935.98	1367.73	753.39	2523.84	3138.86	2353.13
2.3.1.157-RXN	915.5	1117.0	832.8	641.9	823.5	1101.4	1131.65	979.18	1888.13	1656.4199999999996	1544.21	985.81	1514.2799999999993	575.2199999999998	982.78	1212.4200000000005	151.4	647.6899999999998	465.02	475.49	366.19	209.17	3625.95	3074.98	4344.339999999998	845.9399999999998	409.06	474.27	620.46	836.1	502.61	1758.4700000000007	1957.59	1616.55
2.3.1.168-RXN	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	74.0	173.0	1122.12	113.0	3.0	201.0	379.25	68.0	0.0	41.0	104.0	260.0	79.5	0.0	1485.75	745.3299999999998	1273.67	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
2.3.1.179-RXN	2879.6800000000007	4230.88	4319.5	3302.26	3381.46	3600.81	2798.7100000000005	2753.46	1192.4300000000005	1281.35	4935.6799999999985	1428.34	1762.5499999999995	501.98	1373.5399999999995	1654.9899999999998	399.75	438.13	286.72	1286.4199999999996	686.61	778.7199999999998	4592.03	3576.86	3748.62	1157.21	519.8299999999998	1039.6999999999996	835.72	1237.7299999999998	595.78	2499.87	2303.4700000000007	3732.93
2.3.1.180-RXN	4128.780000000002	7187.129999999999	7041.82	5154.77	5032.459999999999	4340.81	3531.5600000000004	3999.79	549.7099999999998	1280.04	3121.48	1467.17	2538.8	490.86	1046.57	1927.57	582.8299999999998	190.06	283.12	864.72	504.36	1289.47	3819.81	4917.730000000001	3574.75	1329.01	694.16	1180.17	1105.14	1722.9	878.86	3157.7	3441.390000000001	4427.21
2.3.1.184-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	56.43	20.71	64.28999999999999	0.0	7.0	3.43	2.0	0.0	5.0	7.0	6.29	15.0	0.0	43.0	35.28	115.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.41-RXN	491.42	3200.0	2970.83	1718.0	2356.0	659.42	853.2199999999998	718.11	1398.91	499.38000000000005	2412.34	876.27	667.7	120.76	614.9399999999998	846.48	113.19	454.79	90.94	642.89	358.06	559.0	1732.32	1912.17	976.93	83.64	236.53	79.47	258.87	239.27	208.83	1369.0300000000002	947.47	1695.6
2.3.1.89-RXN	27.0	15.0	57.0	40.0	38.0	42.0	53.0	0.0	175.25	230.67	125.37	114.0	62.0	213.0	196.58	150.0	0.0	49.0	112.67	39.0	27.5	4.0	1110.63	404.0	1610.38	43.0	23.0	25.0	29.0	38.0	31.0	53.0	134.0	88.0
2.3.2.10-RXN	0.0	0.0	1.4700000000000002	3.4	4.0	6.4	2.0	4.6	96.7	257.84	43.86	53.9	148.35	62.57	123.47	160.63	1.07	11.4	55.0	30.93	20.130000000000006	0.67	455.86	569.9	175.26	117.82	91.13	62.0	105.52	100.63	53.78	100.37	181.52	150.13
2.3.2.13-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	2.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.109-RXN	0.0	0.0	3.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	2.0	0.0	0.0	0.0	3.0	9.0	30.0	34.0	61.0
2.4.1.119-RXN	52.0	26.0	13.0	12.0	18.0	21.0	18.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.125-RXN	0.0	0.0	4.0	2.0	0.0	2.0	0.0	23.0	20.08	86.17	23.58	29.17	88.0	10.17	32.67	9.0	2.0	7.0	44.67	6.0	10.0	0.0	159.21	42.5	66.21	17.0	64.0	40.0	53.0	4.0	31.0	81.0	28.0	69.0
2.4.1.129-RXN	757.9	427.9	852.0999999999998	909.1	911.9	905.1	753.3	464.23	1050.7600000000002	1013.51	1248.52	593.7400000000001	476.35	236.4	581.8	511.46	54.4	330.26	240.0	357.1	211.96	72.67	1875.74	1382.37	1714.6099999999994	378.99	210.46	155.67000000000004	247.86	174.3	228.61	383.87	669.1899999999998	431.13
2.4.1.144-RXN	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.161-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	8.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	10.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.208-RXN	27.0	18.0	55.8	37.4	38.0	42.4	53.0	4.6	111.7	181.50000000000003	44.86	54.57	78.67999999999998	59.07	119.97	109.47	0.4	36.4	61.34	13.6	13.8	4.0	339.03	191.9	479.76	43.15	46.8	27.0	49.85	45.3	16.45	60.7	78.85	81.8
2.4.1.211-RXN	856.9	790.9	708.8	351.7	589.9	917.7	886.3	300.8	4.67	15.29	20.69	9.38	27.5	19.0	8.33	33.33	20.0	2.0	5.48	18.67	4.0	158.0	81.33	23.33	42.04	9.0	2.0	5.0	0.0	3.0	9.0	36.0	39.75	61.75
2.4.1.212-RXN	105.0	221.0	206.0	146.0	107.0	335.0	107.0	395.0	0.0	2.0	61.0	47.0	0.0	8.0	9.0	56.0	58.0	0.0	0.0	6.0	10.0	29.0	5.0	34.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.213-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	12.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.216-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	16.17	0.33	2.17	0.0	8.17	3.67	0.0	0.0	0.0	4.67	0.0	0.0	0.0	12.83	0.5	29.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.230-RXN	53.0	138.32999999999998	55.0	38.16	73.16	72.17	62.0	70.0	0.0	4.0	0.0	0.0	0.75	0.0	0.0	22.0	4.0	0.0	0.0	0.0	0.0	27.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.75	1.0	0.5
2.4.1.37-RXN	0.0	43.4	69.4	42.0	54.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	0.0
2.4.1.40-RXN	0.0	43.4	69.4	42.0	54.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	0.0
2.4.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	11.0	37.0	22.0	0.0	0.0	16.0	2.0	0.0	3.0	4.0	24.0	0.0	0.0	120.0	29.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.46-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.52-RXN	0.0	0.0	4.8	6.4	0.0	0.4	0.0	4.6	98.2	300.0	112.2	68.4	23.6	362.4	357.8	121.8	0.4	77.4	208.0	48.6	12.8	0.0	1968.72	532.4	1941.12	3.4	12.8	8.0	10.6	4.8	6.2	16.2	5.6	13.8
2.4.1.57-RXN	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	558.7	586.13	48.03	57.0	33.5	58.540000000000006	130.4	118.1	0.0	227.23	141.7	28.7	17.779999999999994	0.0	431.11	332.92	463.33	23.0	4.0	17.0	14.0	6.0	2.0	55.0	20.0	10.0
2.4.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	11.0	21.0	13.0	0.0	0.0	8.0	2.0	0.0	3.0	4.0	12.0	0.0	0.0	60.0	29.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.83-RXN	1864.61	3270.81	3175.65	2118.49	2029.2200000000007	2591.55	1626.86	2087.64	771.21	1182.55	453.22	579.5100000000001	1194.5	186.94	320.09	1087.69	308.35	260.23	226.93	174.56	123.61	602.9699999999998	1229.2600000000002	2722.16	1283.4	653.99	285.83	950.5	549.6700000000002	967.83	413.33	1235.97	1546.8200000000004	3019.2
2.4.2.12-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	716.67	93.0	168.82999999999996	225.34	22.0	23.33	17.83	31.5	0.0	215.33	7.0	26.0	83.5	0.0	52.17	90.0	360.17	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10.0
2.5.1.19-RXN	2821.6800000000007	4267.38	4296.33	3172.26	3321.46	3462.81	2751.3100000000004	2787.29	1777.78	1710.85	2762.1999999999994	1206.24	1773.2799999999993	573.1199999999999	1122.99	1577.96	392.08	639.6899999999998	424.09	779.3500000000001	470.19	774.7199999999998	4051.62	3840.28	4049.54	1031.84	503.56	1069.77	781.7900000000002	1200.6	601.6099999999999	2079.1	2232.74	3636.8
2.5.1.39-RXN	114.67	155.0	283.33	263.0	183.0	31.33	151.4	329.67	822.8699999999999	335.18000000000006	1528.59	831.28	402.6	88.11	319.26	524.3	50.0	298.73	51.0	399.01999999999987	331.9500000000001	40.0	1027.67	1985.77	1021.08	236.7	88.1	45.1	136.1	126.3	87.0	735.1	420.15	468.05
2.5.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	2.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	6.0	0.0	40.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.5.1.46-RXN	0.0	0.0	6.0	12.0	9.0	0.0	0.0	0.0	60.5	106.0	284.0	265.5	23.0	43.0	58.0	60.0	0.0	56.0	7.0	100.0	101.0	0.0	247.6	201.8	540.5	214.0	0.0	0.0	12.0	9.0	0.0	9.0	14.0	37.0
2.5.1.64-RXN	1207.7800000000002	6091.15	5655.56	3375.0	3913.4	1362.04	1189.86	1878.14	743.85	1058.4	286.3	468.44	780.0	354.11	448.03	751.97	276.01	333.89	293.94	153.4	157.11	1058.55	2016.19	2044.19	2157.36	791.5699999999998	302.33	873.6700000000002	387.17	596.6700000000002	329.83	736.63	905.07	2550.0
2.5.1.68-RXN	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	570.3700000000001	646.0500000000002	55.03	76.5	154.5	69.54	143.73	149.43	0.0	235.23	160.02999999999997	36.87000000000001	17.779999999999994	0.0	523.9399999999998	387.25	562.33	170.0	51.0	46.0	77.0	25.0	82.0	136.0	193.0	37.0
2.6.1.18-RXN	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	599.2	82.03	1079.96	189.04	120.0	20.38	210.03	142.6	0.0	195.0	18.0	242.29	118.25	5.0	572.0	484.33	376.88	0.0	0.0	0.0	5.0	0.0	2.0	14.0	2.0	2.0
2.6.1.22-RXN	21.0	48.33	4.0	1.16	18.16	3.17	124.0	173.0	39.0	84.5	1005.12	197.5	102.0	26.0	215.25	31.57	32.0	15.0	22.0	243.0	129.0	11.0	559.96	131.64	305.0	0.0	12.0	2.0	18.0	2.0	2.0	0.0	0.0	2.0
2.6.1.37-RXN	340.51	1796.0500000000004	1824.45	1098.95	1314.3000000000004	405.91	416.91	326.94	19.57	35.43	1016.14	67.23	0.0	22.0	210.71	76.78999999999998	44.43	3.0	6.57	243.86	69.0	306.55	595.29	382.08	104.29	0.57	0.0	0.0	4.0	0.0	4.0	4.8	0.4	3.0
