function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
4.99.1.5-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	987.0	30.0	0.0	12.0	201.0	2.0	0.0	3.0	0.0	218.0	64.0	0.0	467.0	8.0	78.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	13.6	196.0	10.0	0.0	0.0	0.6	2.6	0.0	3.0	4.0	20.0	0.0	0.0	9.0	29.0	30.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4OH2OXOGLUTARALDOL-RXN	2.5	16.5	3.0	7.5	4.5	2.5	3.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	114.67	155.0	283.33	263.0	183.0	31.33	151.4	329.67	822.8699999999999	335.18000000000006	1528.59	831.28	402.6	88.11	319.26	524.3	50.0	298.73	51.0	399.01999999999987	331.9500000000001	40.0	1027.67	1985.77	1021.08	236.7	88.1	45.1	136.1	126.3	87.0	735.1	420.15	468.05
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	14.0	14.0	47.0	0.0	16.0	2.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	38.0	198.0	424.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	40.0	50.33	20.83	36.16	29.16	119.17	42.0	50.83	25.87	79.22	1076.81	122.38	265.5	31.59	214.18	36.43	8.33	10.66	13.48	240.34	87.16	15.0	590.25	409.3	285.81	89.5	64.33	49.67	58.67	58.67	76.83	184.83	182.67	86.0
5-FORMYL-THF-CYCLO-LIGASE-RXN	2823.6800000000007	4181.88	4282.33	3085.26	3272.46	3467.81	2704.3100000000004	2732.29	1728.2	1694.6699999999996	1695.49	1111.7	1712.2799999999993	552.24	943.06	1404.4600000000007	388.08	609.1899999999998	429.59	542.56	380.94	760.7199999999998	3549.24	3440.4500000000007	3928.72	1057.5099999999998	521.56	1080.77	787.46	1232.6	620.6099999999999	2104.77	2295.74	3727.8
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	137.0	220.0	110.0	142.0	105.0	440.0	191.4	399.0	76.3	75.39999999999998	99.2	220.9	363.6	48.4	70.4	190.24	58.0	53.8	10.4	54.9	107.2	34.0	328.4	399.06	492.4	308.0	139.6	202.4	170.6	189.8	126.0	764.6	463.4	586.4699999999998
5-METHYLTHIORIBOSE-KINASE-RXN	40.5	105.83	46.0	47.66	68.66	48.67	34.5	86.0	4.0	22.25	4.24	4.0	21.0	0.0	0.5	44.75	6.0	0.0	2.0	0.0	1.0	25.0	9.5	25.64	5.0	2.0	0.0	4.0	0.0	3.0	9.0	30.0	34.0	61.0
5-NUCLEOTID-RXN	2648.890000000001	6120.8	5511.87	3634.67	3542.8	3298.75	2775.870000000001	4249.36	2119.27	1481.4399999999996	3061.61	1877.56	1621.85	409.68	989.49	1832.4500000000005	663.02	683.15	285.75	894.83	711.44	1098.85	3221.27	4667.19	3694.1	1155.29	529.26	1499.1400000000006	671.19	1164.64	465.91	1753.36	1510.79	4701.47
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	60.2	25.03	91.96	126.04	104.0	35.37999999999999	29.03	18.6	0.0	60.0	11.0	39.29	84.25	5.0	140.5	59.0	374.88	211.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
5.1.1.17-RXN	0.0	4.0	5.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.1.1.18-RXN	54.5	122.5	167.0	134.5	81.5	46.5	48.5	61.0	0.0	0.0	10.0	42.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	6.0	23.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.1.2.3-RXN	40.0	88.0	4.0	0.0	8.0	0.0	248.0	346.0	1965.27	627.83	2186.0	596.0000000000001	68.5	57.83	441.83	51.5	64.0	657.73	133.5	510.66	311.08	12.0	1278.0	276.03	842.5999999999998	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
5.1.3.20-RXN	244.17	278.0	117.83	152.32999999999996	124.0	445.33	304.4	720.5	134.3	219.88	148.29999999999995	277.31999999999994	1005.1	52.23	117.8	515.75	108.33	20.860000000000007	41.0	61.57	65.03	48.0	381.52	1379.34	631.15	303.45	245.93	334.27	403.27	658.47	331.83	1445.43	1422.0700000000004	1320.75
5.1.3.23-RXN	39.0	53.4	69.4	44.0	54.4	2.0	0.0	6.0	51.67	27.33	15.33	27.0	3.33	32.0	10.0	68.17	0.0	6.0	4.67	0.0	6.0	8.8	42.0	78.5	375.33	0.0	0.0	5.0	3.0	2.0	0.0	4.8	5.4	1.0
5.1.3.9-RXN	260.3	379.98	352.3	290.61	291.56	629.87	509.45	374.38	750.64	701.5799999999998	320.5499999999999	397.85	413.5	384.2	518.63	507.24	54.5	302.06	210.01	147.04000000000005	139.86	78.17	2212.59	1555.86	2681.87	477.42	176.15999999999997	140.17000000000002	195.09	211.0	170.41	410.75000000000006	616.3399999999998	561.28
5.1.99.4-RXN	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	34.9	37.63	1004.71	83.28999999999998	100.0	23.0	204.63	21.2	0.0	5.0	13.0	223.79	73.0	5.0	493.0	1012.99	301.06	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
5.3.1.17-RXN	2570.2200000000007	5667.78	5462.35	3316.61	3589.86	2929.79	2532.120000000001	3384.08	60.14	129.48	236.57	166.24	86.5	57.4	42.42	123.58	511.36	8.0	9.29	99.72	40.0	970.35	184.98	265.89	374.32	53.64	30.5	25.5	50.5	31.5	49.0	120.1	157.8	244.5
5.3.1.23-RXN	295.0	605.33	470.08	538.3299999999998	448.66	607.6700000000002	365.0	548.0	181.17	153.25	1153.41	251.67	236.5	97.0	293.17	252.59	76.0	81.0	32.0	271.0	163.0	109.75	781.5	332.0499999999999	873.6700000000002	310.0	63.0	199.0	103.0	123.0	78.0	273.0	230.75	450.42
5.3.3.10-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	678.2	135.2	3042.0	228.0	22.0	41.0	606.2	47.2	0.0	232.2	17.0	690.0	254.0	0.0	1518.67	366.33	456.67	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0
5.3.3.14-RXN	20.0	44.0	8.3	0.4	4.0	0.4	124.0	178.43	207.57	409.1	1143.03	355.4	473.85	97.23	387.4	342.23	33.4	44.06	79.33	306.1	143.95999999999995	6.67	1145.7	1367.87	648.1999999999998	265.32	203.46	265.67	242.19	222.3	181.61	436.2000000000001	556.1899999999998	717.13
5.3.4.1-RXN	43.0	48.0	2.83	52.0	32.0	82.0	175.4	173.83	1883.7	297.29	1309.97	603.3999999999999	502.1	72.61	316.46	384.9	32.33	625.26	60.0	312.47	255.28	11.0	904.23	1335.8000000000004	549.4899999999999	83.7	149.93	63.27	156.26999999999995	149.47	139.82999999999998	737.4300000000002	516.0699999999998	514.8
5.4.1.2-RXN	940.9	783.73	1124.3	1072.86	1056.06	1414.87	845.05	796.55	291.67	518.27	1266.1	371.42	846.0	130.7	321.66	590.85	106.0	164.4	103.68	329.16	236.7	144.5	1126.18	675.8600000000001	1318.92	646.75	102.0	290.0	276.0	556.0	212.0	819.0	1007.0	944.95
5.4.2.10-RXN	1642.9	1359.73	1564.6	1387.2600000000002	1625.06	2115.7700000000004	1676.45	1080.98	1896.13	1680.4199999999996	1550.21	988.81	1556.2799999999993	574.2199999999998	982.78	1244.9200000000005	147.4	647.6899999999998	463.02	483.49	366.19	255.17	3664.95	3096.98	4347.339999999998	855.4399999999998	416.56	487.77	644.96	848.6	519.6099999999999	1841.9700000000007	2013.34	1706.8
5.4.99.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.5	422.58	1096.3300000000004	204.0	6.5	49.34	240.0	30.83	0.0	48.33	97.5	251.0	105.33	0.0	684.5	205.31	459.33	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
5.4.99.16-RXN	0.0	106.55	173.8	89.25	111.8	2.0	0.0	26.0	208.87	296.22	1091.86	165.17000000000004	22.0	70.04	293.73	196.43	0.0	48.23	73.53	261.37	101.53	17.6	823.11	189.5	510.33	1.0	0.0	4.0	8.0	2.0	2.0	9.1	13.8	135.0
5.4.99.17-RXN	39.67	3.0	17.0	2.33	4.0	6.33	1.0	113.67	34.0	7.0	200.0	85.0	8.0	28.0	26.0	4.0	6.0	50.0	0.0	39.0	68.0	2.0	120.0	23.0	315.0	211.0	0.0	5.0	0.0	15.0	0.0	8.0	2.0	0.0
5.5.1.2-RXN	0.0	12.0	10.0	0.0	0.0	0.0	0.0	30.0	607.9	116.2	2081.0	213.0	122.0	40.0	413.2	123.2	6.0	205.0	25.0	476.5	180.0	5.0	1033.0	137.0	373.87	0.0	0.0	0.0	7.0	0.0	4.0	14.0	2.0	2.0
5.99.1.2-RXN	9806.21	18855.689999999995	18581.92	12954.85	13416.43	12085.88	8946.54	9466.27	2735.4700000000007	3350.8	5707.919999999999	2532.7700000000004	3206.19	1274.73	2399.9700000000007	4000.07	1332.5300000000002	874.68	834.11	1636.56	914.77	3367.62	8416.51	8142.03	9394.4	1907.89	1022.22	2712.11	1447.4699999999998	2428.94	1180.27	3656.25	3992.78	10873.499999999998
5.99.1.3-RXN	8565.16	10574.22	11409.26	8753.24	9609.04	10468.36	8280.22	6504.1799999999985	3958.24	3906.04	3678.4	2575.48	3970.56	1293.24	2103.640000000001	3487.580000000001	876.16	1377.38	995.84	1209.0399999999995	898.3799999999999	1931.44	8151.9000000000015	8297.22	9664.419999999998	2681.02	1160.12	2282.54	1783.92	2557.2	1421.2199999999998	4632.54	5032.980000000001	7592.1
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	105.0	173.5	94.0	65.5	63.5	332.0	105.75	386.75	655.87	105.47	29.7	32.5	204.0	20.7	78.73	135.67000000000002	58.5	311.4	21.53	23.87	8.45	26.5	233.15	287.58	179.0	97.0	63.0	185.0	97.0	105.0	65.0	225.0	185.0	363.0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	37.0	10.0	13.67	13.0	0.0	105.0	35.0	12.0	132.67000000000002	348.67	90.33	72.33	102.75	236.0	276.0	259.33	2.67	48.0	134.32999999999998	51.33	21.33	2.67	1331.83	809.0	1109.33	91.42	60.33	39.0	82.92	61.83	35.58	71.17	155.92	138.32999999999998
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	1308.7	870.5	1296.17	815.5	1023.3	1830.1	2019.9	1216.1	622.64	1210.33	417.43	581.37	453.7	442.32	548.02	671.09	179.47	124.63	364.84	177.87	137.76	159.67	2647.04	1642.8	3100.47	348.97	193.93	158.0	255.37	192.93	183.23	407.07	684.37	510.93
6.1.1.13-RXN	4.0	3.0	24.94	13.8	9.0	18.8	17.5	12.7	329.64	939.22	197.46	208.8	391.7	501.14	639.3	514.46	3.14	98.8	353.3400000000001	113.86	58.26000000000001	2.34	3117.98	1920.8	2377.82	339.98	238.26	174.0	276.38	285.26	175.56	257.08000000000004	556.04	346.2600000000001
6.1.1.23-RXN	148.5	234.66	282.0	170.32	171.32	346.8400000000001	223.25	180.75	4.0	1.87	1.31	8.379999999999999	0.0	0.0	0.25	0.0	13.0	0.0	1.15	6.5	0.5	45.5	33.75	0.0	9.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.1.1.24-RXN	109.0	186.5	97.47	71.9	67.5	342.4	113.75	394.35	368.46	669.84	166.23	163.57	391.68	365.07	489.22	450.64	60.07	102.4	245.84	92.43	33.13	27.17	2001.99	1334.06	2201.31	255.49	173.13	262.0	228.19	221.63	148.78	351.04	458.52	546.8
6.2.1.34-RXN	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	24.2	31.6	991.0	87.5	100.0	17.0	204.6	23.6	0.0	13.0	3.0	228.0	85.25	5.0	501.0	127.25	155.6	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
6.3.1.10-RXN	2087.6800000000007	3021.13	3277.03	2373.61	2767.46	2441.41	1869.91	1345.86	337.44	577.7299999999998	1248.45	486.44	957.0	126.46	307.4	714.24	170.68	135.4	108.25	327.31	249.2	554.05	1119.97	1426.02	1299.17	436.32	105.0	291.0	278.5	557.0	228.0	870.3	1037.4	1066.95
6.3.1.12-RXN	599.5	651.0	463.0	251.0	422.0	469.5	612.25	190.75	92.33	99.51	43.33	43.67	25.0	75.67	97.83	35.0	16.0	21.0	42.51	20.0	5.0	130.5	274.83000000000004	140.0	572.8299999999998	23.0	4.0	17.0	12.0	6.0	4.0	69.0	30.0	10.0
6.3.2.10-RXN	3176.6800000000007	4516.38	4547.08	3368.51	3462.96	3867.81	2916.0600000000004	3207.79	2501.2	1904.85	1815.07	1283.7399999999998	1834.28	625.62	1031.74	1751.96	453.33	826.6899999999998	488.59	576.35	428.69	809.7199999999998	3915.99	4110.03	4830.329999999999	1055.5099999999998	524.56	1086.77	794.96	1242.6	625.6099999999999	2125.27	2281.74	3704.8
6.3.2.29-RXN	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	86.4	51.11	233.32	237.75	204.0	28.76	35.49	45.2	0.0	76.0	0.15	59.87000000000001	124.5	10.0	215.0	624.66	434.82	211.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
6.3.2.30-RXN	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	86.4	51.11	233.32	237.75	204.0	28.76	35.49	45.2	0.0	76.0	0.15	59.87000000000001	124.5	10.0	215.0	624.66	434.82	211.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
6.3.2.7-RXN	0.0	0.0	3.47	3.4	0.0	0.4	0.0	4.6	145.7	402.84	85.86	84.9	147.35	245.07	326.97	206.63	1.07	49.4	155.0	51.93	22.130000000000006	0.67	1456.36	880.9	1147.7599999999998	117.82	91.13	57.0	105.52	94.63	53.78	92.37	182.52	150.13
6.3.5.6-RXN	3035.01	2126.99	3168.4100000000008	2553.17	3161.98	4725.7	2666.7	2757.81	6906.190000000001	5320.56	6884.810000000001	2834.5299999999993	4296.34	1738.55	3349.74	3493.2300000000014	334.7100000000001	2355.09	1450.11	1978.46	1167.0799999999995	380.01	11936.05	10937.76	13626.89	2317.32	1025.19	1279.8000000000004	1743.37	2314.29	1287.34	4827.92	5201.76	4257.65
6.3.5.7-RXN	3035.01	2126.99	3168.4100000000008	2553.17	3161.98	4725.7	2666.7	2757.81	6906.190000000001	5325.56	6948.810000000001	2843.5299999999993	4296.34	1738.55	3349.74	3493.2300000000014	334.7100000000001	2355.09	1450.11	1982.46	1167.0799999999995	380.01	11943.05	10937.76	13643.89	2317.32	1025.19	1279.8000000000004	1743.37	2314.29	1287.34	4827.92	5201.76	4257.65
6.4.1.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	189.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	18.0	3.0	0.0	0.0	873.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6PFRUCTPHOS-RXN	8549.349999999999	11833.22	12302.64	8594.39	9460.04	9955.01	8425.54	7527.65	1388.67	2009.32	966.03	996.1900000000003	1702.26	701.2199999999998	933.21	1862.46	1023.37	470.29	504.6	467.54	270.99	2146.07	3860.99	4549.83	4647.03	1066.02	459.96	1080.17	748.86	1171.8	582.6099999999999	1688.0200000000002	2092.640000000001	3611.0
6PGLUCONOLACT-RXN	1772.11	3217.48	3241.23	2317.83	2362.56	2132.88	1853.26	2061.47	930.39	1380.5899999999995	2615.19	837.6800000000002	895.3499999999998	289.43999999999994	908.59	805.25	305.68	352.09	286.42	758.1300000000001	350.64	575.2199999999998	2808.59	2769.39	2168.77	711.19	368.75999999999993	355.77	468.19	405.8	393.41	1265.4	1226.14	1171.38
7-ALPHA-HYDROXYSTEROID-DEH-RXN	75.4	113.4	44.8	36.2	52.4	154.2	184.8	194.8	38.0	22.62	16.689999999999998	76.38	25.0	19.0	7.0	42.0	32.0	2.0	0.15	0.0	25.0	18.0	38.5	91.0	415.88	8.0	6.0	17.0	29.0	15.0	4.0	56.0	23.0	92.0
7KAPSYN-RXN	2289.390000000001	5587.8	4946.13	3056.5	3085.3	2672.75	2378.4700000000007	3596.7	1268.34	741.7699999999999	1568.62	862.46	664.0	157.95999999999995	389.43	485.8	555.86	491.5	131.44	421.33	333.12	992.6	1245.9900000000002	1587.49	1420.4500000000005	342.0900000000001	50.0	116.2	177.0	427.0	163.0	575.6	845.8	1092.95
ABC-10-RXN	5463.660000000002	8458.29	8482.41	6374.300000000001	6866.680000000001	6909.54	5424.12	6003.5	5897.3600000000015	5903.5	6346.15	2641.01	5694.08	1819.43	3355.2	4115.190000000001	853.98	2315.15	1642.63	1767.42	993.95	1553.4399999999996	12230.87	9480.88	13665.070000000005	2708.65	1537.04	2285.42	2225.28	3035.18	2093.29	6811.79	7028.81	7404.58
ABC-11-RXN	5463.660000000002	8458.29	8482.41	6374.300000000001	6866.680000000001	6909.54	5424.12	6003.5	5897.3600000000015	5903.5	6346.15	2641.01	5694.08	1819.43	3355.2	4115.190000000001	853.98	2315.15	1642.63	1767.42	993.95	1553.4399999999996	12230.87	9480.88	13665.070000000005	2708.65	1537.04	2285.42	2225.28	3035.18	2093.29	6811.79	7028.81	7404.58
ABC-12-RXN	3689.78	4531.05	4861.980000000001	3841.83	4655.700000000002	4838.59	3762.31	2574.94	2134.11	3086.59	11008.45	1660.85	2988.45	988.89	3252.4400000000005	2425.07	337.11	578.5600000000002	754.64	2669.35	1001.58	833.35	10026.239999999998	6319.11	6281.259999999998	1315.12	878.68	1045.17	1429.4700000000007	1701.92	1045.23	3787.38	4083.32	3476.99
ABC-13-RXN	3689.78	4531.05	4861.980000000001	3841.83	4655.700000000002	4838.59	3762.31	2574.94	2134.11	3086.59	11008.45	1660.85	2988.45	988.89	3252.4400000000005	2425.07	337.11	578.5600000000002	754.64	2669.35	1001.58	833.35	10026.239999999998	6319.11	6281.259999999998	1315.12	878.68	1045.17	1429.4700000000007	1701.92	1045.23	3787.38	4083.32	3476.99
ABC-14-RXN	3689.78	4531.05	4861.980000000001	3841.83	4655.700000000002	4838.59	3762.31	2574.94	2134.11	3086.59	11008.45	1660.85	2988.45	988.89	3252.4400000000005	2425.07	337.11	578.5600000000002	754.64	2669.35	1001.58	833.35	10026.239999999998	6319.11	6281.259999999998	1315.12	878.68	1045.17	1429.4700000000007	1701.92	1045.23	3787.38	4083.32	3476.99
ABC-18-RXN	4029.9	4632.200000000002	4280.1	3738.7	4242.5	5529.299999999998	5077.8	3481.73	1495.3000000000006	2080.74	9772.13	1678.39	2228.18	749.07	2573.1900000000005	1748.9700000000007	437.4	327.95999999999987	411.32	2445.8	911.09	940.67	7479.739999999999	3813.18	6857.53	701.9899999999999	364.96	624.1700000000002	797.36	1225.8	628.6099999999999	2290.37	2760.19	2596.2
ABC-19-RXN	1098.9	1058.73	917.63	609.3599999999999	863.5600000000002	1271.87	1340.05	547.38	1241.0100000000002	561.19	1278.46	563.38	565.58	314.71	595.2	663.27	73.33	470.36	197.67	356.46	185.58	213.5	2307.84	1662.9699999999998	2090.85	188.67	143.82999999999996	254.17	205.84	194.17	160.82999999999996	521.25	482.42	765.75
ABC-2-RXN	4029.9	4632.200000000002	4280.1	3738.7	4242.5	5529.299999999998	5077.8	3481.73	1495.3000000000006	2080.74	9772.13	1678.39	2228.18	749.07	2573.1900000000005	1748.9700000000007	437.4	327.95999999999987	411.32	2445.8	911.09	940.67	7479.739999999999	3813.18	6857.53	701.9899999999999	364.96	624.1700000000002	797.36	1225.8	628.6099999999999	2290.37	2760.19	2596.2
ABC-20-RXN	65.0	197.0	43.0	77.0	50.0	41.0	299.0	368.0	156.2	464.3	153.0	105.5	48.0	543.0	528.8	452.1	67.0	116.0	306.0	76.0	20.0	34.0	2926.9	937.4	2898.84	4.5	2.0	11.0	6.0	31.0	5.0	60.0	55.0	86.9
ABC-23-RXN	120.5	194.33	177.0	144.16	127.16	46.17	162.0	245.0	245.75	413.12	1238.66	305.4600000000001	633.0	306.05	513.78	272.25	44.0	134.0	179.34	313.29	184.75	37.0	1905.41	683.2	2230.44	360.42	51.0	97.0	170.67	465.0	146.0	524.67	791.0	491.95
ABC-24-RXN	2634.51	3963.38	4010.0000000000014	2828.76	3061.96	2973.48	2582.8100000000004	2235.62	650.93	854.7700000000002	357.75999999999993	541.9999999999999	1077.78	479.3	589.73	641.04	315.08	196.86	260.96000000000004	181.86	190.41	720.7199999999998	2425.3	1833.39	3239.29	580.8100000000002	299.56	232.57	435.46000000000015	704.5999999999998	377.61	1428.27	1628.7399999999998	1220.13
ABC-25-RXN	2634.51	3963.38	4010.0000000000014	2828.76	3061.96	2973.48	2582.8100000000004	2235.62	650.93	854.7700000000002	357.75999999999993	541.9999999999999	1077.78	479.3	589.73	641.04	315.08	196.86	260.96000000000004	181.86	190.41	720.7199999999998	2425.3	1833.39	3239.29	580.8100000000002	299.56	232.57	435.46000000000015	704.5999999999998	377.61	1428.27	1628.7399999999998	1220.13
ABC-27-RXN	2788.850000000001	4172.98	3809.57	2589.16	3020.56	3250.04	2707.6600000000008	2843.48	1731.19	2020.31	3743.82	1148.6199999999994	589.86	757.56	1551.16	1024.09	390.99	568.73	526.59	989.54	574.2900000000002	750.76	5258.29	3518.32	5160.28	758.05	227.09	172.5	329.38	243.09	184.89	354.08	749.46	693.51
ABC-28-RXN	4029.9	4632.200000000002	4280.1	3738.7	4242.5	5529.299999999998	5077.8	3481.73	1495.3000000000006	2080.74	9772.13	1678.39	2228.18	749.07	2573.1900000000005	1748.9700000000007	437.4	327.95999999999987	411.32	2445.8	911.09	940.67	7479.739999999999	3813.18	6857.53	701.9899999999999	364.96	624.1700000000002	797.36	1225.8	628.6099999999999	2290.37	2760.19	2596.2
ABC-3-RXN	3689.78	4531.05	4861.980000000001	3841.83	4655.700000000002	4838.59	3762.31	2574.94	2134.11	3086.59	11008.45	1660.85	2988.45	988.89	3252.4400000000005	2425.07	337.11	578.5600000000002	754.64	2669.35	1001.58	833.35	10026.239999999998	6319.11	6281.259999999998	1315.12	878.68	1045.17	1429.4700000000007	1701.92	1045.23	3787.38	4083.32	3476.99
ABC-33-RXN	4029.9	4632.200000000002	4280.1	3738.7	4242.5	5529.299999999998	5077.8	3481.73	1495.3000000000006	2080.74	9772.13	1678.39	2228.18	749.07	2573.1900000000005	1748.9700000000007	437.4	327.95999999999987	411.32	2445.8	911.09	940.67	7479.739999999999	3813.18	6857.53	701.9899999999999	364.96	624.1700000000002	797.36	1225.8	628.6099999999999	2290.37	2760.19	2596.2
ABC-34-RXN	33.0	133.0	30.0	28.0	22.0	35.0	161.0	306.0	43.9	75.2	30.12	76.0	2.0	10.0	4.45	25.2	45.0	23.0	15.0	15.5	16.5	22.0	63.25	398.47	183.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABC-37-RXN	3689.78	4531.05	4861.980000000001	3841.83	4655.700000000002	4838.59	3762.31	2574.94	2134.11	3086.59	11008.45	1660.85	2988.45	988.89	3252.4400000000005	2425.07	337.11	578.5600000000002	754.64	2669.35	1001.58	833.35	10026.239999999998	6319.11	6281.259999999998	1315.12	878.68	1045.17	1429.4700000000007	1701.92	1045.23	3787.38	4083.32	3476.99
ABC-4-RXN	3689.78	4531.05	4861.980000000001	3841.83	4655.700000000002	4838.59	3762.31	2574.94	2134.11	3086.59	11008.45	1660.85	2988.45	988.89	3252.4400000000005	2425.07	337.11	578.5600000000002	754.64	2669.35	1001.58	833.35	10026.239999999998	6319.11	6281.259999999998	1315.12	878.68	1045.17	1429.4700000000007	1701.92	1045.23	3787.38	4083.32	3476.99
ABC-5-RXN	20.0	44.0	2.0	0.0	4.0	0.0	124.0	173.0	14.5	42.5	17.0	24.0	2.0	5.0	1.0	2.0	32.0	3.0	6.0	12.5	8.0	6.0	8.5	32.14	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABC-64-RXN	57.0	90.0	20.0	32.0	15.0	105.0	159.0	187.0	569.0	71.0	1071.25	79.25	21.0	20.38	203.0	13.0	34.0	195.0	12.0	231.0	77.5	16.0	511.5	99.39	187.75	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
ABC-7-RXN	316.0	203.33	354.0	371.16	448.16	585.6700000000002	447.8	361.0	835.6	259.36	1218.52	568.05	551.2	73.56	283.86	435.6	49.0	309.6	60.0	306.71	286.81999999999994	45.0	906.3	1313.05	820.52	215.4	153.2	25.2	155.2	162.6	124.0	1109.2	560.8	431.6
ABC-70-RXN	316.0	203.33	354.0	371.16	448.16	585.6700000000002	447.8	361.0	835.6	259.36	1218.52	568.05	551.2	73.56	283.86	435.6	49.0	309.6	60.0	306.71	286.81999999999994	45.0	906.3	1313.05	820.52	215.4	153.2	25.2	155.2	162.6	124.0	1109.2	560.8	431.6
ABC-9-RXN	5463.660000000002	8458.29	8482.41	6374.300000000001	6866.680000000001	6909.54	5424.12	6003.5	5897.3600000000015	5903.5	6346.15	2641.01	5694.08	1819.43	3355.2	4115.190000000001	853.98	2315.15	1642.63	1767.42	993.95	1553.4399999999996	12230.87	9480.88	13665.070000000005	2708.65	1537.04	2285.42	2225.28	3035.18	2093.29	6811.79	7028.81	7404.58
ABEQUOSYLTRANSFERASE-RXN	524.0	842.0	493.0	269.0	142.0	739.0	598.0	1158.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	181.0	0.0	0.0	2.0	0.0	156.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACECOATRANS-RXN	303.0	545.6600000000002	248.66	330.66	275.32	434.34	383.5	452.5	106.54	181.3	102.9	219.18	984.0	62.66	110.96	391.1	57.0	14.66	14.0	57.0	45.0	121.0	397.74	806.4	676.84	249.5	66.0	180.0	308.0	838.0	276.0	1038.0	1610.0	1251.9
ACETALD-DEHYDROG-RXN	1265.4	964.56	948.27	616.42	1151.22	1325.44	1503.35	886.15	291.77	477.44	349.9	334.92	626.55	147.20000000000005	275.17	338.93	131.07	77.53	97.63	117.73	128.03	184.17	1102.84	1215.6699999999996	1114.8300000000004	373.82	270.33	108.8	271.72	279.23	212.78	1230.5700000000004	873.3199999999998	691.73
ACETATE--COA-LIGASE-ADP-FORMING-RXN	4.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	16.0	7.0	0.0	0.0	10.0	6.0	4.0	0.0	6.0	8.0	0.0
